Recipe_Name,Ingredients,Number_of_Ingredients,Amounts,Cooking_Time,Cooking_Time_Unit,Cooking_Time_Seconds,Calories,Sodium,Fat,Protein,Carbs,Fiber,Servings,Star_Rating,Number_of_Reviews,Course,Directions,avocado,banana,basil,beans,beef,bell pepper,broccoli,butter,carrot,celery,chicken breast,cilantro,cucumber,egg,eggplant,flour,garlic,garlic powder,ginger,green beans,ground beef,honey,lemon,lettuce,lime,mayonnaise,milk,mozzarella,mushroom,oil,olive oil,onion,oregano,paprika,pasta,pepper,potato,red onion,salmon,salt,scallion,shrimp,soy sauce,sugar,tomato,tomato paste,water,yogurt,zucchini,Actual_Ingredients,Number_of_Actual_Ingredients,Remove_Indices_1
Spicy Ground Beef And Green Beans,"['soy sauce', 'chili peppers', 'sugar', 'vegetable oil', 'oil', 'salt', 'ground beef', 'minced ginger', 'beef', 'seasoning', 'green beans', 'cooking wine', 'minced garlic']",13,"{'soy sauce': '1 pound ', 'chili peppers': '0.25 pound ', 'sugar': '2  ', 'vegetable oil': '1 tablespoon ', 'oil': '0.5 tablespoon ', 'salt': '1  ', 'ground beef': '1  ', 'minced ginger': '1  ', 'beef': '1  ', 'seasoning': '1 tablespoon ', 'green beans': '1  ', 'cooking wine': '1  ', 'minced garlic': '0.5 cup '}",40,Minutes,2400,850,1800mg,74g,18g,32g,7g,2,,0,,http://yummly.com/recipe/Spicy-Ground-Beef-And-Green-Beans-1302952,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,7,10,6,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,0,2,-1,-1,-1,-1,-1,"['soy sauce', 'chili peppers', 'vegetable oil', 'ground beef', 'minced ginger', 'beef', 'seasoning', 'green beans', 'cooking wine', 'minced garlic']",10,"[5, 2, 4]"
Homemade Red Enchilada Sauce,"['chicken stock', 'cumin powder', 'olive oil', 'garlic powder', 'salt', 'onion powder', 'chili powder', 'tomato sauce', 'adobo sauce', 'chipotle pepper', 'dried oregano', 'all-purpose flour']",12,"{'chicken stock': '1  ', 'cumin powder': '1 tablespoon ', 'olive oil': '3 cups ', 'garlic powder': '3 tablespoons ', 'salt': '3 tablespoons ', 'onion powder': '8 ounces ', 'chili powder': '4 tablespoons ', 'tomato sauce': '0.75 teaspoon ', 'adobo sauce': '0.5 teaspoon ', 'chipotle pepper': '0.5 teaspoon ', 'dried oregano': '0.5 teaspoon ', 'all-purpose flour': '0.75 teaspoon '}",15,Minutes,900,360,2380mg,21g,11g,35g,7g,3,4.5,20,,http://yummly.com/recipe/Homemade-Red-Enchilada-Sauce-2472366,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,10,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,"['chicken stock', 'cumin powder', 'onion powder', 'chili powder', 'tomato sauce', 'adobo sauce', 'chipotle pepper', 'all-purpose flour']",8,"[4, 3, 10, 2]"
Baked Chicken Breasts,"['cracked black pepper', 'garlic powder', 'boneless skinless chicken breasts', 'kosher salt', 'paprika', 'melted butter']",6,"{'cracked black pepper': '4  ', 'garlic powder': '1 tablespoon ', 'boneless skinless chicken breasts': '1 teaspoon ', 'kosher salt': '0.5 teaspoon ', 'paprika': '0.5 teaspoon ', 'melted butter': '0.5 teaspoon '}",20,Minutes,1200,250,850mg,9g,42g,0g,0g,4,4.5,377,Main Dish,http://yummly.com/recipe/Baked-Chicken-Breasts-1118668,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,2,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,0,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,"['boneless skinless chicken breasts', 'melted butter']",2,"[3, 0, 4, 1]"
Vegetarian Lasagna Soup,"['ricotta cheese', 'lasagna noodles', 'mushrooms', 'dried rosemary', 'dried parsley', 'vegetable broth', 'dried thyme', 'green bell pepper', 'olive oil', 'garlic', 'chopped onion', 'tomato paste', 'diced tomatoes', 'sausage', 'salt and ground black pepper', 'lacinato kale', 'bay leaf', 'red pepper flakes', 'dried oregano']",19,"{'ricotta cheese': '8  ', 'lasagna noodles': '2 tablespoons ', 'mushrooms': '1 cup ', 'dried rosemary': '1  ', 'dried parsley': '2 cups ', 'vegetable broth': '7 ounces ', 'dried thyme': '2 cloves ', 'green bell pepper': '1 teaspoon ', 'olive oil': '1 teaspoon ', 'garlic': '1 teaspoon ', 'chopped onion': '1  ', 'tomato paste': '1 dash ', 'diced tomatoes': '2 teaspoons ', 'sausage': '2 tablespoons ', 'salt and ground black pepper': '1 quart ', 'lacinato kale': '29 ounces ', 'bay leaf': '0.5 bunch ', 'red pepper flakes': '1  ', 'dried oregano': '1  '}",50,Minutes,3000,240,1070mg,16g,10g,16g,4g,5,5,3,,http://yummly.com/recipe/Vegetarian-Lasagna-Soup-2271596,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,8,10,18,-1,-1,14,-1,-1,-1,14,-1,-1,-1,-1,12,11,-1,-1,-1,"['ricotta cheese', 'lasagna noodles', 'mushrooms', 'dried rosemary', 'dried parsley', 'vegetable broth', 'dried thyme', 'green bell pepper', 'garlic', 'chopped onion', 'tomato paste', 'diced tomatoes', 'sausage', 'lacinato kale', 'bay leaf', 'red pepper flakes']",15,"[14, 14, 18, 8]"
Sambal Potato and Prawn,"['prawns', 'brown rice', 'tamari', 'coconut oil', 'red chilli', 'coriander', 'lime', 'potatoes', 'sambal oelek', 'snow peas', 'spring onions']",11,"{'prawns': '2 tablespoons ', 'brown rice': '0.5 bunch ', 'tamari': '2  ', 'coconut oil': '500 grams ', 'red chilli': '2 tablespoons ', 'coriander': '1  ', 'lime': '1 bunch ', 'potatoes': '1 cup ', 'sambal oelek': '1 tablespoon ', 'snow peas': '1  ', 'spring onions': '1  '}",30,Minutes,1800,250,300mg,7g,20g,30g,6g,5,,0,Main Dish,http://yummly.com/recipe/Sambal-Potato-and-Prawn-2007064,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"['prawns', 'brown rice', 'tamari', 'coconut oil', 'red chilli', 'coriander', 'lime', 'potatoes', 'sambal oelek', 'snow peas', 'spring onions']",11,[]
Salmon & Avocado Poke Bowl,"['soy sauce', 'sesame oil', 'cooked white rice', 'sesame seeds', 'white sugar', 'salmon', 'green onions', 'red onion', 'ground ginger', 'avocado']",10,"{'soy sauce': '1 pound ', 'sesame oil': '1  ', 'cooked white rice': '1  ', 'sesame seeds': '0.5  ', 'white sugar': '0.5 cup ', 'salmon': '0.33 cup ', 'green onions': '2 tablespoons ', 'red onion': '0.12 cup ', 'ground ginger': '0.5 teaspoon ', 'avocado': '1  '}",20,Minutes,1200,330,1280mg,19g,26g,15g,5g,4,5,1,,http://yummly.com/recipe/Salmon-_-Avocado-Poke-Bowl-1473322,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,5,-1,6,-1,0,4,-1,-1,-1,-1,-1,"['soy sauce', 'sesame oil', 'cooked white rice', 'sesame seeds', 'salmon', 'green onions', 'red onion', 'ground ginger', 'avocado']",9,[4]
Easy Bombay potatoes,"['greek yogurt', 'curry paste', 'onion', 'salt', 'fresh coriander', 'black pepper', 'new potatoes', 'tomatoes']",8,"{'greek yogurt': '450 grams ', 'curry paste': '1  ', 'onion': '2  ', 'salt': '1 tablespoon ', 'fresh coriander': '1 tablespoon ', 'black pepper': '1  ', 'new potatoes': '1  ', 'tomatoes': '1  '}",65,Minutes,3900,110,210mg,0g,4g,25g,4g,4,,0,Side Dish,http://yummly.com/recipe/Easy-Bombay-potatoes-9003996,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,5,6,-1,-1,3,-1,-1,-1,-1,7,-1,-1,0,-1,"['greek yogurt', 'curry paste', 'onion', 'fresh coriander', 'new potatoes', 'tomatoes']",6,"[3, 5]"
Chicken and Vegetables with Rice,"['water', 'carrots', 'rice', 'green beans', 'chicken breast']",5,"{'water': '2 cups ', 'carrots': '1  ', 'rice': '0.25 cup ', 'green beans': '3  ', 'chicken breast': '125 grams '}",50,Minutes,3000,110,105mg,1.5g,13g,10g,2g,4,,0,Main Dish,http://yummly.com/recipe/Chicken-and-Vegetables-with-Rice-9050911,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,"['carrots', 'rice', 'green beans', 'chicken breast']",4,[0]
Amsterdam Sandwich,"['olive oil', 'salt and ground black pepper', 'cheese', 'bread', 'walnuts', 'Parmesan cheese', 'fresh basil', 'tomato', 'turkey pastrami']",9,"{'olive oil': '2 slices ', 'salt and ground black pepper': '150 grams ', 'cheese': '1  ', 'bread': '0.67 cup ', 'walnuts': '5  ', 'Parmesan cheese': '3 tablespoons ', 'fresh basil': '2 tablespoons ', 'tomato': '1  ', 'turkey pastrami': '1  '}",20,Minutes,1200,410,370mg,34g,11g,17g,2g,2,,0,Lunch,http://yummly.com/recipe/Amsterdam-Sandwich-531480,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,7,-1,-1,-1,-1,"['cheese', 'bread', 'walnuts', 'Parmesan cheese', 'fresh basil', 'tomato', 'turkey pastrami']",6,"[1, 1, 0]"
Kosher Chicken And Sausage Paella,"['shrimp', 'pepper', 'chicken', 'seasoning', 'seafood', 'broth', 'white meat', 'tomato cream sauce', 'spices', 'chicken cutlets', 'sausages', 'garlic', 'saffron', 'dark meat', 'rice', 'potatoes', 'Sriracha hot sauce', 'sausage', 'salt', 'base', 'quinoa', 'min', 'frozen basil', 'vegetables']",24,"{'shrimp': '1  ', 'pepper': '1  ', 'chicken': '1  ', 'seasoning': '1  ', 'seafood': '1  ', 'broth': '1  ', 'white meat': '1  ', 'tomato cream sauce': '1  ', 'spices': '30  ', 'chicken cutlets': '4 cloves ', 'sausages': '3  ', 'garlic': '1  ', 'saffron': '1  ', 'dark meat': '1  ', 'rice': '1  ', 'potatoes': '1  ', 'Sriracha hot sauce': '1  ', 'sausage': '1  ', 'salt': '1  ', 'base': '1  ', 'quinoa': '1  ', 'min': '1  ', 'frozen basil': '4 cloves ', 'vegetables': '4  '}",105,Minutes,6300,,,,,,,4,,0,Main Dish,http://yummly.com/recipe/Kosher-Chicken-And-Sausage-Paella-517408,-1,-1,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,15,-1,-1,18,-1,0,-1,-1,-1,-1,-1,-1,-1,"['shrimp', 'chicken', 'seasoning', 'seafood', 'broth', 'white meat', 'tomato cream sauce', 'spices', 'chicken cutlets', 'sausages', 'garlic', 'saffron', 'dark meat', 'rice', 'potatoes', 'Sriracha hot sauce', 'sausage', 'base', 'quinoa', 'min', 'frozen basil', 'vegetables']",22,"[18, 1]"
Smoky Eggplant Bean Burger & Garlic Mayo (vegan & gf),"['lettuce leaves', 'burger rolls', 'garlic powder', 'garlic', 'apple cider vinegar', 'salt', 'lemon juice', 'seasoning', 'smoked paprika', 'olive', 'red onion slices', 'eggplant', 'tomato slices', 'soy milk', 'avocado', 'mustard', 'burgers']",17,"{'lettuce leaves': '0.5 cup ', 'burger rolls': '1 clove ', 'garlic powder': '1.5 teaspoons ', 'garlic': '1 tablespoon ', 'apple cider vinegar': '0.25 teaspoon ', 'salt': '0.75 teaspoon ', 'lemon juice': '0.5 teaspoon ', 'seasoning': '1 cup ', 'smoked paprika': '1  ', 'olive': '1 teaspoon ', 'red onion slices': '1 tablespoon ', 'eggplant': '1 teaspoon ', 'tomato slices': '2 tablespoons ', 'soy milk': '2  ', 'avocado': '2  ', 'mustard': '1  ', 'burgers': '1  '}",45,Minutes,2700,670,760mg,42g,49g,27g,8g,4,,0,,http://yummly.com/recipe/Smoky-Eggplant-Bean-Burger-_-Garlic-Mayo-_vegan-_-gf_-9027702,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,3,2,-1,-1,-1,-1,6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,10,-1,5,-1,-1,-1,-1,12,-1,-1,-1,-1,"['lettuce leaves', 'burger rolls', 'garlic', 'apple cider vinegar', 'lemon juice', 'seasoning', 'olive', 'red onion slices', 'eggplant', 'tomato slices', 'soy milk', 'avocado', 'mustard', 'burgers']",14,"[5, 8, 2]"
Thai Red Curry Chicken,"['pepper', 'brown sugar', 'chicken breasts', 'lime juice', 'onion', 'dried basil', 'less sodium soy sauce', 'zucchini', 'coconut milk', 'ginger', 'Thai sweet chili sauce', 'red curry paste', 'olive oil', 'Sriracha', 'red bell pepper', 'fresh lime juice', 'fresh cilantro', 'lime zest', 'garlic cloves', 'orange bell pepper', 'cornstarch', 'fish sauce', 'salt', 'bay leaf', 'fresh basil']",25,"{'pepper': '1.5 tablespoons ', 'brown sugar': '1 pound ', 'chicken breasts': '0.5  ', 'lime juice': '2 tablespoons ', 'onion': '1  ', 'dried basil': '1  ', 'less sodium soy sauce': '1  ', 'zucchini': '2 teaspoons ', 'coconut milk': '4  ', 'ginger': '13.5 ounces ', 'Thai sweet chili sauce': '1 tablespoon ', 'red curry paste': '1 tablespoon ', 'olive oil': '2 tablespoons ', 'Sriracha': '2 tablespoons ', 'red bell pepper': '2 tablespoons ', 'fresh lime juice': '1 tablespoon ', 'fresh cilantro': '1  ', 'lime zest': '1 teaspoon ', 'garlic cloves': '0.5 teaspoon ', 'orange bell pepper': '0.25 teaspoon ', 'cornstarch': '1  ', 'fish sauce': '1  ', 'salt': '1  ', 'bay leaf': '1  ', 'fresh basil': '1  '}",30,Minutes,1800,390,1230mg,25g,23g,20g,4g,5,4.5,39,Main Dish,http://yummly.com/recipe/Thai-Red-Curry-Chicken-2532507,-1,-1,24,-1,-1,14,-1,-1,-1,-1,2,16,-1,-1,-1,-1,18,-1,9,-1,-1,-1,-1,-1,17,-1,-1,-1,-1,-1,12,4,-1,-1,-1,0,-1,-1,-1,22,-1,-1,6,1,-1,-1,-1,-1,7,"['chicken breasts', 'lime juice', 'onion', 'dried basil', 'less sodium soy sauce', 'zucchini', 'coconut milk', 'ginger', 'Thai sweet chili sauce', 'red curry paste', 'Sriracha', 'red bell pepper', 'fresh lime juice', 'fresh cilantro', 'lime zest', 'garlic cloves', 'orange bell pepper', 'cornstarch', 'fish sauce', 'bay leaf', 'fresh basil']",21,"[22, 0, 1, 12]"
HPB Sandwiches,"['sugar', 'fresh pineapple', 'flour', 'baking powder', 'salt', 'brown sugar', 'cold milk', 'Dijon mustard', 'baking soda', 'country ham', 'butter']",11,"{'sugar': '1 cup ', 'fresh pineapple': '1 tablespoon ', 'flour': '2 tablespoons ', 'baking powder': '2 cups ', 'salt': '1 tablespoon ', 'brown sugar': '0.25 teaspoon ', 'cold milk': '1 teaspoon ', 'Dijon mustard': '1 teaspoon ', 'baking soda': '6 tablespoons ', 'country ham': '1 cup ', 'butter': '1 pound '}",35,Minutes,2100,,,,,,,8,,0,,http://yummly.com/recipe/HPB-Sandwiches-2248196,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,0,-1,-1,-1,-1,-1,"['fresh pineapple', 'flour', 'baking powder', 'brown sugar', 'cold milk', 'Dijon mustard', 'baking soda', 'country ham', 'butter']",9,"[4, 0]"
Mushroom-Stuffed Pork Burgers,"['garlic', 'salt', 'mushrooms', 'lean ground pork', 'green onion', 'worcestershire sauce', 'Dijon mustard', 'butter', 'freshly ground black pepper']",9,"{'garlic': '1.5 pounds ', 'salt': '0.75 cup ', 'mushrooms': '0.25 cup ', 'lean ground pork': '1 teaspoon ', 'green onion': '1 teaspoon ', 'worcestershire sauce': '2 teaspoons ', 'Dijon mustard': '0.25 teaspoon ', 'butter': '0.12 teaspoon ', 'freshly ground black pepper': '1 clove '}",30,Minutes,1800,,,,,,,6,,0,Main Dish,http://yummly.com/recipe/Mushroom-Stuffed-Pork-Burgers-2248837,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,1,4,-1,-1,-1,-1,-1,-1,-1,-1,"['garlic', 'mushrooms', 'lean ground pork', 'green onion', 'worcestershire sauce', 'Dijon mustard', 'butter']",7,"[1, 8]"
Steak Fajitas,"['fajita meat', 'olive oil', 'balsamic vinegar', 'pico de gallo', 'pepper', 'salt', 'medium onion', 'garlic clove', 'lime', 'chili powder', 'red bell pepper', 'yellow bell pepper', 'tortillas', 'Orange', 'green bell pepper, sliced', 'cumin', 'guacamole']",17,"{'fajita meat': '0.5 pound ', 'olive oil': '0.25 cup ', 'balsamic vinegar': '0.25 cup ', 'pico de gallo': '1  ', 'pepper': '1  ', 'salt': '1  ', 'medium onion': '0.5 tablespoon ', 'garlic clove': '0.5 tablespoon ', 'lime': '1 teaspoon ', 'chili powder': '0.5 teaspoon ', 'red bell pepper': '1  ', 'yellow bell pepper': '1  ', 'tortillas': '1  ', 'Orange': '1  ', 'green bell pepper, sliced': '1  ', 'cumin': '1  ', 'guacamole': '1  '}",35,Minutes,2100,180,410mg,10g,8g,16g,3g,8,4.5,16,Main Dish,http://yummly.com/recipe/Steak-Fajitas-2635764,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,1,6,-1,-1,-1,4,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,"['fajita meat', 'balsamic vinegar', 'pico de gallo', 'medium onion', 'garlic clove', 'lime', 'chili powder', 'red bell pepper', 'yellow bell pepper', 'tortillas', 'Orange', 'green bell pepper, sliced', 'cumin', 'guacamole']",14,"[5, 4, 1]"
Grilled Salmon,"['pepper', 'salt', 'lemon juice', 'salmon fillets', 'chopped parsley', 'black pepper', 'white pepper', 'butter']",8,"{'pepper': '1  ', 'salt': '1  ', 'lemon juice': '1  ', 'salmon fillets': '1  ', 'chopped parsley': '0.25 pound ', 'black pepper': '2 teaspoons ', 'white pepper': '1 teaspoon ', 'butter': '1 pinch '}",25,Minutes,1500,320,710mg,33g,6g,2g,<1g,4,4.5,38,Main Dish,http://yummly.com/recipe/Grilled-Salmon-1563947,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"['pepper', 'lemon juice', 'salmon fillets', 'chopped parsley', 'white pepper', 'butter']",6,"[1, 5]"
Garlic Brown Sugar Glazed Salmon (The Best Salmon Ever!),"['soy sauce', 'olive oil', 'pepper', 'salt', 'lemons', 'brown sugar', 'salmon', 'lemon', 'chopped parsley', 'garlic cloves']",10,"{'soy sauce': '2 pounds ', 'olive oil': '2 tablespoons ', 'pepper': '0.25 cup ', 'salt': '0.25 cup ', 'lemons': '3  ', 'brown sugar': '1  ', 'salmon': '1 teaspoon ', 'lemon': '0.5 teaspoon ', 'chopped parsley': '1  ', 'garlic cloves': '1  '}",30,Minutes,1800,380,1650mg,14g,47g,17g,3g,4,5,2,Main Dish,http://yummly.com/recipe/Garlic-Brown-Sugar-Glazed-Salmon-_The-Best-Salmon-Ever__-2436194,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,2,-1,-1,6,3,-1,-1,0,5,-1,-1,-1,-1,-1,"['soy sauce', 'lemons', 'salmon', 'lemon', 'chopped parsley', 'garlic cloves']",6,"[3, 2, 5, 1]"
Cilantro-Lime Avocado Chicken Salad,"['nonfat greek yogurt', 'pepper', 'salt', 'chicken', 'lime', 'cilantro', 'light mayo', 'celery', 'avocado', 'cumin']",10,"{'nonfat greek yogurt': '12 ounces ', 'pepper': '0.5  ', 'salt': '0.25 cup ', 'chicken': '0.25 cup ', 'lime': '0.5  ', 'cilantro': '0.5 cup ', 'light mayo': '1 tablespoon ', 'celery': '0.25 teaspoon ', 'avocado': '1  ', 'cumin': '1  '}",15,Minutes,900,350,630mg,15g,40g,17g,6g,2,4,7,Salad,http://yummly.com/recipe/Cilantro-Lime-Avocado-Chicken-Salad-1379820,8,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,0,-1,"['nonfat greek yogurt', 'chicken', 'lime', 'cilantro', 'light mayo', 'celery', 'avocado', 'cumin']",8,"[2, 1]"
Tortilla Soup,"['diced tomatoes', 'chicken broth', 'corn tortillas', 'cooked chicken', 'garlic', 'chopped onion', 'chopped fresh cilantro', 'lime', 'poblano', 'grapeseed oil', 'avocado', 'coarse salt', 'shredded Monterey Jack cheese']",13,"{'diced tomatoes': '6  ', 'chicken broth': '0.25 cup ', 'corn tortillas': '0.5 cup ', 'cooked chicken': '2 cloves ', 'garlic': '1  ', 'chopped onion': '4 cups ', 'chopped fresh cilantro': '14.5 ounces ', 'lime': '0.5 teaspoon ', 'poblano': '1.5 cups ', 'grapeseed oil': '1  ', 'avocado': '0.5 cup ', 'coarse salt': '1  ', 'shredded Monterey Jack cheese': '1  '}",30,Minutes,1800,550,520mg,36g,28g,36g,9g,4,4.5,17,,http://yummly.com/recipe/Tortilla-Soup-Simply-Recipes-43129,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,0,-1,-1,-1,-1,"['diced tomatoes', 'chicken broth', 'corn tortillas', 'cooked chicken', 'garlic', 'chopped onion', 'chopped fresh cilantro', 'lime', 'poblano', 'grapeseed oil', 'avocado', 'shredded Monterey Jack cheese']",12,[11]
Orange Zested Chicken Breasts,"['grated orange peel', 'garlic powder', 'seasoned salt', 'boneless, skinless chicken breasts', 'butter']",5,"{'grated orange peel': '0.5 teaspoon ', 'garlic powder': '0.25 teaspoon ', 'seasoned salt': '2 tablespoons ', 'boneless, skinless chicken breasts': '1 teaspoon ', 'butter': '4  '}",20,Minutes,1200,280,270mg,12g,42g,<1g,0g,4,,0,Main Dish,http://yummly.com/recipe/Orange-Zested-Chicken-Breasts-1585661,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,3,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,"['grated orange peel', 'boneless, skinless chicken breasts', 'butter']",3,"[2, 1]"
Bibimbap - The Ultimate Bowl Meal,"['soy sauce', 'cooking oil', 'toasted sesame oil', 'chili garlic sauce', 'salt', 'ground beef', 'carrot', 'brown sugar', 'jasmine rice', 'sesame seeds', 'green onions', 'cucumber', 'large eggs', 'fresh spinach', 'kimchi']",15,"{'soy sauce': '4 cups ', 'cooking oil': '0.5 tablespoon ', 'toasted sesame oil': '6 cups ', 'chili garlic sauce': '1 teaspoon ', 'salt': '1 pinch ', 'ground beef': '0.5 pound ', 'carrot': '2 tablespoons ', 'brown sugar': '1 tablespoon ', 'jasmine rice': '1 tablespoon ', 'sesame seeds': '1  ', 'green onions': '1  ', 'cucumber': '2  ', 'large eggs': '4  ', 'fresh spinach': '0.25 cup ', 'kimchi': '1 tablespoon '}",35,Minutes,2100,960,590mg,19g,34g,160g,5g,4,,0,Main Dish,http://yummly.com/recipe/Bibimbap---The-Ultimate-Bowl-Meal-1983530,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,11,12,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,10,-1,0,7,-1,-1,-1,-1,-1,"['soy sauce', 'toasted sesame oil', 'chili garlic sauce', 'ground beef', 'carrot', 'jasmine rice', 'sesame seeds', 'green onions', 'cucumber', 'large eggs', 'fresh spinach', 'kimchi']",12,"[4, 7, 1]"
Slow Cooker Shredded BBQ Chicken,"['ground pepper', 'smoked paprika', 'granulated garlic', 'bbq sauce', 'boneless, skinless chicken breasts']",5,"{'ground pepper': '4  ', 'smoked paprika': '2 teaspoons ', 'granulated garlic': '1 teaspoon ', 'bbq sauce': '1  ', 'boneless, skinless chicken breasts': '1 cup '}",30,Minutes,1800,150,400mg,3g,19g,11g,<1g,9,4,1,Main Dish,http://yummly.com/recipe/Slow-Cooker-Shredded-BBQ-Chicken-2344146,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"['ground pepper', 'granulated garlic', 'bbq sauce', 'boneless, skinless chicken breasts']",4,[1]
